length,size,time_CEP_CES_AUT,time_CEP_AUT,time_CES_CEP_AUT,time_AUT
10.0,2000.0,1.3250858783721924,1.4931780099868774,1.9609044790267944,2.692297577857971
12.0,2000.0,2.034864068031311,2.262337565422058,3.0480929613113403,4.463098645210266
14.0,2000.0,2.679329514503479,3.2342286109924316,4.609344482421875,7.209840536117554
16.0,2000.0,3.7586543560028076,4.731037139892578,6.490198373794556,12.078455090522766
18.0,2000.0,5.345295071601868,6.644741058349609,9.254146933555603,17.63118326663971
20.0,2000.0,6.994492769241333,9.188427567481995,12.825632095336914,27.767011523246765
