length,size,time_AUT,time_ALL
10.0,2000.0,2.7256176471710205,1.342179298400879
12.0,2000.0,4.444765567779541,1.9405900239944458
14.0,2000.0,7.402370929718018,2.73041307926178
16.0,2000.0,11.375718116760254,3.8266613483428955
18.0,2000.0,16.664405584335327,5.229530096054077
20.0,2000.0,26.506380796432495,7.001966714859009
